domain,tld,email_type,spon_registrar,keyword,httpcode,locate_cmp,web_judge_result
bjttwh.cn,2,0,0,2,3,2,no
wrfkc.com,1,0,0,1,3,2,no
icbc-cns.com,1,0,0,1,3,2,no
mama999.com,1,12,1,2,2,2,yes
95533ccbn.com,1,1,2,1,3,1,no
223118.com,1,0,0,2,4,2,no
ccboiq.cc,3,5,1,1,3,2,no
139kan.com,1,0,0,1,3,2,yes
275w.com,1,1,12,2,2,1,no
95588yw.cc,3,1,8,1,3,1,no
sccece.com,1,0,0,1,3,2,no
7yc.cc,3,0,0,1,4,2,no
117705.com,1,0,0,2,2,2,no
aijsojfdogaj.tk,14,0,0,1,3,2,no
51870.com,1,1,1,2,2,2,yes
ccbeuf.cc,3,5,1,1,3,2,no
zjk.gov.cn,2,3,12,1,4,2,yes
fcgfdc.com,1,12,12,2,2,1,yes
090303.com,1,0,0,1,3,1,no
345140.com,1,0,0,4,2,2,no
colourlife.com,1,1,12,2,2,1,yes
ccbhoe.cc,3,5,1,1,3,2,no
esilkino.com,1,12,12,4,3,2,yes
ccbkwy.cc,3,5,1,1,3,2,no
ghiejf.cc,3,5,1,1,2,1,no
lcbsi.com,1,0,0,1,2,2,no
zgjsks.com,1,2,12,2,2,1,yes
com-ji.cn,2,12,12,1,4,2,no
ccbbv.cc,3,0,0,1,3,2,no
53em.com,1,3,7,2,2,1,yes
worldtravelfair.com.cn,2,12,12,1,4,1,yes
cbewxi.cc,3,12,8,1,3,1,no
studyget.com,1,2,1,1,1,2,yes
303876.com,1,0,0,2,2,2,no
0564666.com,1,0,9,1,1,2,yes
tvobu.com,1,12,10,1,3,2,no
umeng.com,1,12,12,2,2,1,yes
ccbbr.cc,3,5,1,1,3,2,no
1380958.com,1,0,3,4,2,2,no
hg5086.com,1,0,0,4,2,2,no
5476d.com,1,1,12,2,2,1,no
ngyjy.com,1,8,12,4,4,1,no
chinachillers.com,1,3,1,2,2,2,yes
jcbmq.com,1,0,0,1,3,2,no
kkklj.cn,2,8,12,1,4,2,no
wap-cbub.cc,3,1,2,1,4,1,no
360999.com,1,0,0,2,2,2,no
mhkch.com,1,1,1,1,2,2,no
yzycw.net,4,12,12,2,1,1,no
bhcdnw.cc,3,0,0,1,3,2,no
666qqq.com,1,0,0,2,4,2,yes
js14580.com,1,0,0,1,2,2,no
jskine.com,1,0,9,1,3,2,no
kv-95588.com,1,0,0,1,3,2,no
ccxcst.cc,3,2,8,1,3,1,no
cbnsxw.cc,3,2,12,1,3,1,no
66fox.net,4,1,7,1,2,1,no
shzs8.com,1,3,4,1,3,1,yes
95588hls.cc,3,1,2,1,3,1,no
iptv-soft.com,1,12,1,1,4,2,yes
bjwjxc.com,1,1,12,1,3,1,yes
ccbibx.cc,3,5,1,1,3,2,no
249xx.com,1,12,11,3,3,2,no
dijoncake.com,1,5,1,2,4,2,yes
icbcyc.com.cn,2,1,12,1,3,2,no
adkkr.pl,16,0,0,1,2,2,no
uoojie.com,1,5,1,1,1,1,yes
95533cneccb.com,1,0,0,1,3,1,no
ccoamv.cc,3,5,1,1,4,2,no
ky-95588.com,1,0,0,1,3,2,no
guhai.com.cn,2,2,12,2,2,2,yes
34xm.com,1,12,12,1,3,2,no
feizhike.com,1,12,1,1,2,2,yes
95588-zas.com,1,0,0,1,3,2,no
imyfan.com,1,12,4,2,4,1,yes
01sj.org,5,12,12,2,2,2,yes
wenxinge1.info,6,0,0,1,3,2,no
ccbepz.cc,3,5,1,1,3,2,no
cbcthw.cc,3,1,8,1,3,1,no
icdur.com,1,0,0,2,1,2,no
289999.com,1,0,0,4,2,2,no
ccifucv.com,1,1,2,1,3,1,no
48525.com,1,0,0,4,2,2,no
95533-cv.pw,11,0,0,1,4,1,no
scsyyn.com,1,1,4,2,2,2,no
tqjly.com,1,0,0,1,4,2,yes
ccbssr.cc,3,5,1,1,3,2,no
95588cxo.com,1,0,0,1,4,2,no
163sm.com,1,12,12,2,2,2,yes
dgxingxi.com,1,0,0,2,3,2,no
chinadlyy.com,1,0,0,1,3,2,no
gbttq.com,1,0,0,1,3,2,no
58book.xyz,15,0,0,1,3,1,no
czmlz.com,1,0,0,2,3,2,yes
gsyhrm.com,1,2,4,1,4,1,no
skfoeigjogfja.tk,14,0,0,1,3,2,no
ccbody.cc,3,5,1,1,3,2,no
688gw.com,1,3,12,3,2,1,yes
ccbpbr.com,1,1,10,2,2,2,no
51650185.com,1,1,12,1,1,1,no
gsjfwk.com,1,0,0,1,3,2,no
800100.net,4,1,12,2,2,1,yes
760999.com,1,0,0,4,2,1,no
cbzxku.cc,3,2,12,1,3,1,no
010cp.com,1,0,0,2,4,2,yes
95533yyj.cc,3,2,2,1,3,1,no
l0086gacw.com,1,0,0,1,3,1,no
95588-zay.com,1,0,0,1,3,2,no
388789.cc,3,0,0,1,4,2,no
wenmi.org,5,3,12,2,2,1,yes
678764.com,1,0,0,4,2,2,no
ghjfkm.com,1,1,1,1,3,2,no
ccbwht.cc,3,5,1,1,3,2,no
95588-wyi.com,1,0,0,1,3,2,no
gsjfwz.com,1,0,0,1,3,2,no
678794.com,1,0,0,4,2,2,no
lhyhl.win,12,0,0,1,3,1,no
iniai.cn,2,0,0,1,3,2,yes
direction-ph.cn,2,3,12,1,2,2,no
jzjksk.cn,2,1,12,2,2,2,no
ccbxab.cc,3,5,1,1,3,2,no
lvnaer.com,1,1,12,2,2,1,yes
100cao.com,1,12,1,2,2,2,yes
95588lin.cc,3,1,8,1,4,1,no
cyfye.pw,11,0,0,1,4,1,no
china-21.com,1,12,1,1,1,2,yes
kuku123.com,1,12,12,1,3,1,yes
vagaa.cn,2,1,12,1,4,2,yes
icdos.cc,3,0,0,1,3,2,no
cbansw.cc,3,2,12,1,3,1,no
pay-ssllb.cc,3,1,2,1,3,1,no
icoc.cc,3,10,10,1,2,2,yes
fxbqx.com,1,0,0,1,3,2,no
webo888.com,1,1,6,2,2,1,no
ccbpme.cc,3,2,8,1,3,1,no
5178666.com,1,12,2,2,3,1,yes
95588kx.win,12,0,0,1,4,1,no
gdtv.cn,2,12,12,2,2,2,yes
amjs66.com,1,0,0,4,2,2,no
234185.com,1,0,0,4,2,2,no
jdfgjg.pw,11,0,0,1,4,1,no
l0086xgy.com,1,0,0,1,3,1,no
lukkwaifook.com,1,1,1,2,2,2,yes
ccbfsv.cc,3,5,1,1,3,2,no
icbcte.com,1,0,0,1,4,2,no
kduen.cc,3,1,4,1,3,1,no
icbcd.cc,3,2,2,1,4,1,no
jchqj.com,1,0,0,1,3,2,no
95588yo.cc,3,1,8,1,3,1,no
e00228.com,1,0,3,4,2,2,no
cicceduchina.com,1,8,4,1,4,1,yes
wan02.com,1,0,0,1,4,1,yes
xly8.com,1,8,1,1,2,2,yes
shouyouggw58.com,1,0,0,1,3,2,no
mzyejin.com,1,0,0,4,3,2,no
psy-cbo.cc,3,1,4,1,3,1,no
chinasnail.cn,2,3,12,1,4,2,yes
appccbm.pw,11,0,0,1,4,1,no
lcbeh.com,1,0,0,1,3,2,no
borw.net,4,0,12,2,2,2,yes
taijidashi.com,1,1,1,2,2,1,yes
edyft.com,1,12,10,1,3,2,no
ccbbhw.cc,3,2,8,1,3,1,no
cbosuk.cc,3,2,12,1,3,1,no
ccbnct.cc,3,5,1,1,3,2,no
220765.com,1,0,0,1,4,2,no
cbewxu.cc,3,12,8,1,3,1,no
apollopy.org,5,12,12,2,2,1,yes
vnvi.cc,3,2,7,1,2,1,no
l0086jcbs.com,1,0,0,1,3,1,no
jfgdsj10086.com,1,0,0,1,3,2,no
ellgrohydroponics.com.cn,2,1,12,1,2,2,no
765321.info,6,1,12,1,2,2,no
s1904.com,1,0,0,2,4,1,no
cbbypd.cc,3,1,8,1,3,1,no
ccb-hd.com,1,0,0,1,3,2,no
fruit-master.cn,2,3,12,2,2,2,no
ccbaeb.cc,3,5,1,1,3,2,no
7857737.com,1,0,0,1,3,2,no
wghfck.cc,3,5,1,1,3,2,no
95588-zse.com,1,0,0,1,3,2,no
moloon.com,1,12,1,1,4,2,yes
340088.com,1,0,0,4,2,2,no
567431.com,1,0,0,4,2,2,no
ccbzal.cc,3,5,1,1,3,2,no
01shu.cn,2,1,12,2,4,2,yes
13318888.com,1,1,12,1,3,1,no
cqgsmy.cn,2,12,12,1,4,2,yes
interpretersky.com,1,1,1,2,2,1,yes
aefghewd.pw,11,0,0,1,3,1,no
cscuas.com,1,0,0,1,3,1,no
chtcauto.cn,2,12,12,2,2,2,no
cnmemory.cn,2,2,12,2,3,2,no
ccbont.com,1,0,0,1,3,2,no
yuandachina.com.cn,2,1,12,1,2,2,yes
bytras.com,1,0,0,1,3,2,no
ccberg.cc,3,5,1,1,4,2,no
ccbvie.cc,3,5,1,1,3,2,no
ccbgus.cc,3,5,1,1,3,2,no
ccbisu.cc,3,5,1,1,3,2,no
icvbo.com,1,0,0,1,3,1,no
iphone-applecid.com,1,0,0,1,3,2,no
icbcvco.top,13,0,0,1,3,1,no
bbzw.cc,3,1,2,2,2,1,no
nindon.com,1,11,12,1,4,1,yes
hnwyt.com,1,1,1,2,3,1,no
cn-travel.net,4,1,12,2,2,1,no
toutiao.com,1,0,3,2,2,2,yes
46568.com,1,0,0,1,4,2,no
jsivip.com,1,0,0,1,3,2,no
035571.com,1,0,0,2,4,2,yes
zgjf365.com,1,0,9,2,2,2,no
icgob.com,1,0,0,2,2,2,no
26885.com,1,0,3,2,2,2,yes
pay-bcu.cc,3,0,0,1,3,2,no
nxcmw.com,1,12,2,2,3,1,yes
happykb.com,1,0,9,2,2,2,yes
cnhaoer.com,1,12,12,4,2,1,no
ccbty.cc,3,5,1,1,3,2,no
cosplayonline.com.cn,2,0,0,1,3,2,yes
icbfx.cc,3,3,8,1,3,1,no
syewcdd.cc,3,1,6,1,4,1,no
17372.biz,9,1,12,1,3,1,no
maizihuakai.com,1,1,12,1,4,2,yes
feiyingwuliu.com,1,0,0,4,4,2,no
39zp.com,1,1,2,1,1,1,yes
ccuot.cc,3,1,6,1,3,1,no
01558.com,1,0,0,1,3,2,yes
awqcbx.com,1,0,0,1,3,2,no
bjsjj.com,1,0,0,2,2,2,yes
95588jifen.cc,3,0,0,1,3,2,no
7867777.com,1,0,0,2,2,2,no
00x1.cc,3,0,0,1,3,1,no
caoyuanlang.net,4,0,9,1,3,2,yes
00005004.com,1,0,0,4,2,2,no
ccburr.cc,3,5,1,1,3,2,no
ktsbos.com,1,0,0,1,3,2,no
ccbgyi.net,4,1,2,1,3,1,no
henanzsb.com,1,12,2,2,2,1,yes
6hc.com,1,0,12,4,2,2,yes
dmsc989.pw,11,0,0,1,4,1,no
ccbcfq.com,1,0,0,1,3,2,no
gsikfc.com,1,2,2,1,3,1,no
apple-pister.com,1,0,0,1,3,1,no
mafengwo.com,1,5,1,2,2,2,yes
jf10086l.cn,2,0,0,1,3,2,no
lcbog.com,1,0,0,1,1,2,no
majdbyy83.com,1,0,0,1,3,1,no
hongen.com,1,5,1,2,2,2,yes
ccbvrk.cc,3,5,1,1,3,2,no
5lovecat.com,1,2,4,2,4,1,yes
anquan11w.com,1,0,0,1,3,2,no
wap-xcvb.cc,3,2,2,1,3,1,no
dhghe.com,1,0,0,1,1,2,no
ma3office.com,1,5,1,2,2,2,yes
95588dib.pw,11,0,0,1,4,1,no
xycp5.com,1,1,10,1,2,1,no
ccbout.cc,3,5,1,1,3,2,no
js501133.com,1,0,0,4,2,2,no
ig998.com,1,0,0,1,3,2,no
806060.com,1,0,0,4,2,2,no
229906.com,1,0,0,4,2,2,no
fsrtvu.net,4,2,2,1,4,1,yes
gdhfv.com,1,0,0,1,1,2,no
yke856.com,1,0,0,1,1,2,no
icbcaoi.com,1,0,0,1,3,2,no
pny-vtr.cc,3,2,2,1,3,1,no
92se.net,4,12,8,1,4,1,yes
jilongbcn.com,1,12,2,2,2,1,yes
fredkuz.tk,14,0,0,1,2,2,no
ccbuoo.cc,3,0,0,1,3,2,no
95588csc.cc,3,1,8,1,3,1,no
ccbirg.cc,3,5,1,1,3,2,no
ccbxtu.cc,3,5,1,1,3,2,no
icbccb.com,1,5,1,1,3,2,no
678456.com,1,0,0,4,2,2,no
95588jq.cc,3,1,8,1,3,1,no
zxerp.net,4,0,0,2,2,2,yes
cndrvua.com,1,5,1,1,3,2,no
95533kx.win,12,0,0,1,3,1,no
appleid-idlock.com,1,0,0,1,3,2,no
icbcazx.com,1,0,0,1,3,2,no
hedfggsdfgd.gq,16,0,0,1,3,2,no
642443.com,1,1,7,4,2,1,no
cbbpas.com,1,1,10,1,3,1,no
z-ol.com,1,0,0,2,3,2,yes
tyry.net,4,12,1,2,2,2,yes
bjlianbo.com,1,1,2,1,4,1,no
90pochu.com,1,0,0,1,3,2,yes
xinwangapp.com,1,0,0,2,3,2,no
ccb-dg.com,1,0,0,1,3,2,no
yisiwo.com,1,0,9,2,4,2,yes
no-95588.com,1,0,0,1,3,2,no
ccbskv.cc,3,5,1,1,3,2,no
dghrthdfgfa.cf,16,0,0,1,3,2,no
yeyoubao88.com,1,0,0,1,3,2,no
18955.com,1,0,0,1,4,1,no
ccbnee.cc,3,5,1,1,3,2,no
ccbhbu.cc,3,2,8,1,3,1,no
02444.com,1,0,0,1,4,2,no
serichina.org,5,12,12,2,2,2,yes
apple0sid.com,1,0,0,1,3,2,no
wmxso.pw,11,0,0,2,2,1,no
ccbphh.cc,3,5,1,1,3,2,no
visabao.com,1,0,0,2,2,2,yes
qifendaban.com,1,1,2,2,2,1,yes
bjfsh.gov.cn,2,2,12,1,4,2,yes
bjcbbxz.cc,3,1,6,1,4,1,no
gadecc.com,1,2,6,1,3,1,yes
ccbbcy.com,1,0,0,1,1,2,no
95533fec.cc,3,1,8,1,3,1,no
ccbdeg.cc,3,5,1,1,3,1,no
bx5299.com,1,0,9,1,3,2,yes
4567cq.com,1,0,3,1,4,2,yes
znjxx.com,1,2,12,1,1,2,yes
xiccb.cn,2,1,12,1,3,2,no
ccumox.cc,3,5,1,1,3,2,no
ccbnea.cc,3,5,1,1,3,2,no
jfwhsmsew86.com,1,12,10,1,2,1,no
ibcbgc.pw,11,0,0,1,4,1,no
ccbnbd.com,1,0,0,1,3,2,no
gwdyz.cc,3,5,1,1,3,2,no
com866.com,1,12,12,4,2,1,no
ykfhh.cn,2,0,0,1,3,2,no
gzdlyy.com,1,0,0,1,2,2,no
xpj5569.com,1,0,0,4,2,2,no
133440.com,1,0,0,4,3,2,no
00067.com.cn,2,1,12,1,4,2,no
haodianying.cc,3,1,2,4,1,1,yes
iccbk.com,1,0,0,1,3,2,no
tuihui52.com,1,0,0,1,3,2,yes
douyu.com,1,0,0,4,4,2,yes
wap-ctnb.cc,3,2,2,1,3,1,no
kfgyy.cc,3,0,0,1,3,2,no
xinge.net,4,2,2,1,1,1,yes
ii-q.pw,11,0,0,1,4,1,no
pay-cbby.cc,3,2,2,1,3,1,no
xjts.cn,2,12,12,2,2,2,yes
ccbaqe.cc,3,0,0,1,3,2,no
448281.com,1,0,0,2,2,2,no
18sw.net,4,0,0,1,3,2,yes
miyun360.com,1,1,1,2,2,2,yes
ccbpsx.cc,3,12,7,1,3,1,no
szmeitek.com.cn,2,2,12,1,4,2,yes
huangjiaylhs.com,1,5,1,1,3,1,no
l0086ccty.com,1,0,0,1,3,2,no
dayang.net,4,12,2,3,2,1,yes
xpj0078.com,1,0,0,4,3,2,no
azhiboba.com,1,0,0,2,2,2,yes
19ew.cn,2,0,0,1,3,2,no
lxhg.com,1,12,2,2,2,1,yes
8988b.com,1,0,0,4,2,2,no
app-icloud-id.win,12,1,12,1,3,1,no
mhk850.com,1,0,0,2,2,2,no
x-95599.pw,11,0,0,1,4,1,no
l0086nkx.com,1,0,0,1,3,2,no
9545.cc,3,0,0,1,1,2,no
hopkk.cc,3,1,4,1,1,1,no
ccbvim.cc,3,5,1,1,3,2,no
4012345.com,1,0,0,4,2,1,no
psy-cns.cc,3,0,0,1,3,2,no
yrehg.com,1,0,0,1,4,2,no
10086pmhf.com,1,0,0,1,3,2,no
ccbiro.cc,3,5,1,1,3,2,no
icbcbncc.com,1,2,2,1,3,1,no
js5011269.com,1,0,0,4,3,2,no
95599ck.cn,2,1,12,1,3,2,no
icbz-qe.cc,3,0,0,1,3,2,no
izbaw.com,1,1,12,1,3,1,no
85948.com,1,0,0,4,2,2,no
qkl123.cn,2,2,12,1,3,2,no
bjzs8.com,1,3,4,1,3,2,yes
yoyofootballclub.com,1,12,1,2,2,1,yes
ypsywt100.com,1,0,0,1,3,2,no
mzcable.com,1,2,1,1,4,2,yes
diaocha.net,4,8,2,1,1,1,yes
ab95588-cc.com,1,0,0,1,3,1,no
10086xxp.pw,11,0,0,1,4,1,no
669730.com,1,0,0,4,2,2,no
0086188.com,1,1,2,4,3,1,no
fuguio.cn,2,1,12,1,4,2,no
ccbig.cc,3,0,0,1,3,2,no
77553045.com,1,0,0,2,2,2,no
ccbmjy.cc,3,0,0,1,3,2,no
3dhuigou.com,1,0,0,1,3,2,no
58038.com,1,0,0,1,4,2,no
13198.com,1,0,9,1,3,2,yes
vps3.top,13,0,0,1,3,1,no
leezi1993.com,1,12,4,2,3,1,no
560560.cc,3,0,0,1,1,2,no
mshg.net,4,1,1,1,1,2,yes
085669.com,1,0,0,2,2,2,no
ccbfjh.com,1,0,0,1,1,2,no
ccbnag.cc,3,5,1,1,3,2,no
ccbmte.cc,3,5,1,1,3,2,no
appleld-cnc.com,1,12,12,1,3,1,no
kenqia.com,1,1,12,2,2,2,yes
cbbhsaw.cc,3,1,6,1,3,1,no
59778.com,1,0,0,1,4,2,no
cxzinfo.com,1,1,12,1,4,1,no
qnoqcsxcpzbw.cc,3,12,1,1,1,1,no
366455.com,1,1,7,2,2,1,no
ccaxen.cc,3,12,6,1,3,1,no
web577.com,1,12,2,1,4,1,no
95533kd.cc,3,1,8,1,4,1,no
icbcyhzf.cc,3,1,7,1,3,1,no
djhgghc.pw,11,0,0,1,4,1,no
cao87.com,1,0,0,2,2,2,no
508848.com,1,0,0,4,2,2,no
ccbmju.cc,3,5,1,1,4,2,no
wap-icbrc.cc,3,2,2,1,4,1,no
wjioj.cc,3,1,4,1,3,1,no
js95588.cc,3,1,8,1,3,1,no
0809app.com,1,0,0,1,3,2,no
borkv.cc,3,5,1,1,3,2,no
keownz.cc,3,5,1,1,3,2,no
shuashouzhijia.com,1,0,0,1,3,2,no
izbaf.com,1,1,12,1,3,1,no
doximi.com,1,12,12,2,2,1,yes
zhuoerde.net,4,12,1,2,2,2,yes
shyunmao.com.cn,2,1,12,1,1,2,no
loudi.com,1,0,0,1,4,2,yes
drpeng.com.cn,2,12,12,2,2,2,yes
95588yxi.cc,3,2,8,1,3,1,no
ccbwwd.com,1,0,0,1,4,2,no
sp-icp.cn,2,1,12,1,2,2,no
jianhan.top,13,0,0,1,3,1,no
514808.com,1,0,0,1,4,2,no
dy966.com,1,1,4,4,2,1,no
icbcy-xyk.com,1,0,0,1,3,2,no
diyzhuye.com,1,1,2,2,2,1,yes
yousss.com,1,0,0,4,2,1,no
dxglr.com,1,0,0,1,2,2,no
chinanews.com.cn,2,12,12,4,2,1,yes
mama100.com,1,12,2,1,2,1,yes
ccbuvj.cc,3,5,1,1,3,2,no
smzxcjzxcxcxzmcxn.cc,3,1,2,1,3,1,no
sao65.com,1,1,12,1,2,2,no
ccbjonc.com,1,1,2,1,3,1,no
hljstar.com,1,2,6,2,2,1,yes
fyjhd.com,1,3,1,1,3,1,no
jz165.com,1,12,11,1,3,1,no
asp-web.top,13,0,0,1,3,2,no
086611.com,1,1,2,1,2,1,no
60365.com,1,0,0,2,2,2,no
ccbvus.cc,3,5,1,1,4,1,no
texindex.com.cn,2,12,12,2,2,2,yes
6236616.com,1,0,0,1,3,2,no
246905.net,4,12,11,4,4,2,no
zhangduoren.com,1,1,7,1,4,1,yes
ccbuff.cc,3,5,1,1,3,2,no
95588jk.top,13,0,0,1,4,1,no
95599vjf.cc,3,2,8,1,3,1,no
95588icbcc.com,1,12,8,1,4,1,no
erkx.com,1,0,0,1,4,2,no
33297.com,1,12,11,1,3,1,yes
95533vt.pw,11,0,0,1,2,1,no
5qkg.com,1,0,0,1,2,1,no
dz-95588.com,1,0,0,1,3,2,no
xyr365.com,1,0,0,1,4,2,no
leiting001.cn,2,11,12,1,2,2,yes
tt551.com,1,0,0,4,2,2,yes
bio-equip.com,1,12,1,2,2,2,yes
bxrf.net,4,1,12,2,2,1,yes
bahu888.com,1,0,0,4,4,2,no
10086chz.com,1,0,0,1,3,2,no
95588lb.cc,3,1,8,1,3,1,no
liuxh.com,1,0,0,2,3,2,yes
allpayxx.com,1,0,0,1,3,1,no
bosdaz.com,1,2,2,1,3,1,no
jih95588.cc,3,2,8,1,3,1,no
chuancaitl.com,1,1,4,1,2,1,yes
5626.com,1,0,0,1,4,2,no
ccbbeu.cc,3,5,1,1,3,2,no
d7jq.cn,2,1,12,1,4,2,no
shjcdj.cn,2,2,12,1,4,2,yes
255686.com,1,0,0,1,4,2,no
cthda.com,1,0,0,1,3,2,no
ccird.cc,3,2,4,1,4,1,no
778776.com,1,0,0,1,2,2,yes
95588-xfk.com,1,0,0,1,3,2,no
hhgg88.com,1,0,3,1,2,2,no
kanniutu.com,1,0,0,1,3,2,no
ccdecm.com,1,1,12,1,4,1,yes
panasonic.cn,2,12,12,2,2,1,yes
myqwz.com,1,12,4,1,4,2,no
cbcyue.cc,3,0,0,1,3,2,no
icbz-aw.cc,3,1,4,2,3,1,no
by879.com,1,0,0,4,2,2,no
applei0sld.com,1,0,0,1,3,2,no
95588hjs.cc,3,1,8,1,4,1,no
bjlxsk.com,1,12,12,2,2,1,no
cbcqvh.cc,3,1,6,1,3,1,no
cbbrtae.cc,3,1,6,1,4,1,no
js31348.com,1,0,0,1,2,2,no
eboom.tv,7,1,1,2,2,2,yes
cbcqee.cc,3,5,1,1,3,2,no
388348.com,1,0,0,2,2,2,no
788189.com,1,0,0,4,2,2,no
gfedu.cn,2,12,12,1,2,1,yes
100086ghjd.com,1,0,0,1,3,2,no
9188wan.com,1,1,12,1,4,1,yes
tt818.com,1,0,0,4,2,2,no
wap95s88.cc,3,2,2,1,3,1,no
guoxuedashi.com,1,0,0,2,2,2,yes
ccubw.com,1,1,12,1,3,1,no
gzstv.com,1,12,1,2,2,1,yes
51taofang.net,4,0,0,2,4,2,yes
95533city.info,6,0,0,1,3,2,no
gmw.cn,2,12,12,2,2,2,yes
95533lw.cc,3,12,8,1,3,1,no
cicbw.com,1,0,0,1,4,2,no
95533jif.cc,3,1,8,1,4,1,no
gsjfdm.com,1,0,0,1,3,2,no
ccbxya.cc,3,5,1,1,3,2,no
bzthdz.com,1,5,1,1,4,2,yes
icbcghe.cc,3,1,2,1,4,1,no
zhanjianvc68.com,1,0,0,1,1,2,no
dzxbsb.com,1,0,0,3,4,2,yes
299859.com,1,0,3,4,2,2,no
95533st.xyz,15,0,0,1,4,1,no
runhe-gz.cn,2,3,12,1,3,2,yes
257.cc,3,0,12,2,2,2,no
dsweghtefa.cf,16,0,0,1,2,2,no
pay-txrbb.cc,3,1,2,1,3,1,no
kj644.com,1,0,0,1,2,2,no
jf10086ay.com,1,0,0,1,3,2,no
cvbcu.cc,3,5,1,1,3,2,no
95533zzd.pw,11,0,0,1,4,1,no
3797play.com.cn,2,2,12,4,2,2,no
thfde.top,13,0,0,1,3,1,no
37eat.com,1,1,2,1,4,1,yes
fwyujj.com,1,0,0,1,3,2,no
ab1388.com,1,2,1,1,2,2,yes
njweishang.com,1,1,7,2,2,1,yes
pj69.com,1,0,0,4,2,2,no
518com.net,4,1,8,1,2,1,no
003329.com,1,1,2,2,2,1,no
chinalingqi.com,1,1,7,2,1,1,no
021vac.com,1,0,0,1,3,2,yes
57vvvv.com,1,3,10,1,2,1,no
gzdna.com,1,4,2,2,2,1,yes
rito.cn,2,12,12,2,3,2,yes
jddywq.com,1,12,2,2,2,1,yes
1000lian.com,1,0,0,2,2,2,yes
szrtv.com,1,5,1,1,1,2,yes
gobanma.com,1,1,8,2,2,1,yes
95533kkhv.cc,3,12,4,1,4,1,no
ehrdm.com,1,1,8,1,4,1,yes
gshde.com,1,2,2,1,3,1,no
95533n.com,1,10,10,2,2,2,no
game5.cn,2,2,12,1,3,2,yes
cxbic.cc,3,3,2,1,3,1,no
yaojiaohui.cn,2,2,12,2,3,2,yes
konkame.cn,2,11,12,3,3,2,no
wap-icke.cc,3,1,2,1,4,1,no
code2008.com,1,0,0,1,2,2,yes
ccsomb.cc,3,5,1,1,3,2,no
jczfq.com,1,0,0,1,3,2,no
95588-ar.pw,11,0,0,1,4,1,no
95588yhi.cc,3,1,1,1,3,2,no
95588hvs.cc,3,1,8,1,3,1,no
148365.com,1,1,1,1,4,2,yes
b-rayhotel.com,1,1,1,2,2,2,yes
ccboez.cc,3,5,1,1,3,2,no
icshb.com,1,0,0,1,3,2,no
crebank.cc,3,5,1,1,3,2,no
los-cld.cn,2,2,12,1,2,2,no
95533ble.cc,3,0,0,1,3,2,no
wap-scbv.cc,3,3,2,1,3,1,no
ccvoab.cc,3,5,1,1,3,1,no
ccbnay.cc,3,5,1,1,3,2,no
icbchft.cc,3,1,2,1,4,1,no
168ek.cn,2,3,12,1,1,2,yes
5858sj.com,1,12,12,4,2,2,no
codeigniter.org.cn,2,12,12,1,2,2,yes
amyh1489.com,1,0,0,1,4,2,no
6h95.com,1,0,0,4,2,1,no
esc888.com,1,0,0,2,2,2,no
601799.com,1,0,0,1,4,2,no
199803.com,1,0,3,2,3,2,no
1127.com,1,0,3,1,4,2,yes
cscuanm.com,1,0,0,1,3,1,no
jjhgamre.com,1,5,1,1,1,1,no
10086kym.pw,11,0,0,1,4,1,no
97ae.com,1,0,0,1,2,2,yes
com55555.com,1,2,1,1,4,2,no
cangzhouhaigu.cn,2,3,12,1,3,2,no
wap-svbc.cc,3,3,2,1,3,1,no
bjswbj.com,1,0,0,1,3,2,no
sgterj.pw,11,0,0,1,2,1,no
sdcbbsz.cc,3,1,6,1,3,1,no
wap-cxbr.cc,3,3,2,1,4,1,no
msc380.com,1,0,0,4,3,2,no
manledi.com.cn,2,0,0,1,3,2,no
mqeryz.pw,11,0,0,1,2,1,no
gouxiang.com,1,12,2,2,3,1,yes
bybc.net,4,0,3,1,4,2,yes
ccbztc.com,1,1,10,1,2,2,no
abhiaal.cc,3,2,8,1,4,1,no
ccakb.cc,3,1,2,1,3,1,no
bbota.cn,2,2,12,1,2,2,yes
95533cnl.cc,3,1,4,1,3,1,no
hjysz.com,1,0,0,4,4,2,no
95588cih.cc,3,0,0,1,3,2,no
chaye.tv,7,2,12,2,4,2,yes
813lm.com,1,0,0,1,4,2,yes
pay-95533-tv.cc,3,1,2,1,3,1,no
95533jin.cc,3,1,8,1,4,1,no
my0w.com,1,5,1,2,4,2,no
ccbzey.cc,3,5,1,1,3,2,no
588pp.com,1,12,8,2,2,1,yes
btzjt.cn,2,12,12,1,4,2,yes
ccexzd.cc,3,5,1,1,3,2,no
95533jr.cc,3,1,8,1,4,1,no
sensor-ic.com,1,12,1,2,2,2,yes
msc383.com,1,0,0,4,3,2,no
010zaixian.com,1,2,2,2,2,1,yes
asdasdhassdsad.cc,3,1,2,1,3,1,no
wadcc-ni.com,1,0,0,1,3,1,no
softivo.com,1,9,10,1,1,2,yes
4everdns.com,1,12,6,1,4,1,yes
ifyouda.xyz,15,0,0,2,3,1,no
easysources.cn,2,12,12,1,4,2,yes
068.com,1,5,1,2,2,2,yes
39.net,4,12,1,2,2,2,yes
shouhushen.com,1,1,7,2,2,1,yes
chinera.com,1,1,6,1,3,1,yes
youtianda.com,1,12,2,2,2,1,yes
psy-csq.cc,3,0,0,1,3,2,no
670138.com,1,1,12,1,2,1,no
