domain,tld,email_type,spon_registrar,keyword,httpcode,locate_cmp,web_judge_result
781555.com,1,0,0,4,2,2,no
sdllhbj.com,1,12,10,1,2,1,yes
525eee.com,1,0,0,3,2,1,yes
vrflba.com,1,0,0,1,4,4,no
zzsxcy.com,1,1,7,1,4,2,no
v1x.pw,11,0,0,1,4,7,no
95588gsw.com,1,0,0,1,3,1,no
pty-ccbv.cc,3,1,2,1,3,4,no
7397797.com,1,0,0,1,3,1,no
wysc126.com,1,0,0,1,3,1,no
cbekxn.cc,3,12,8,1,3,4,no
578888.com,1,0,0,1,4,1,no
fo-95588.com,1,0,0,1,3,1,no
552035.com,1,0,0,4,2,1,no
51681788.com,1,0,0,4,4,1,no
ccbjs.cc,3,5,1,1,4,1,no
100cui.com,1,12,1,2,2,1,yes
szennf.pw,11,0,0,2,2,7,no
l0086kcjs.com,1,0,0,1,3,4,no
ecbox.com,1,2,1,2,2,1,yes
822853.com,1,12,11,4,2,6,no
gsyhpw.cc,3,5,1,1,3,1,no
wzpbg.com,1,0,0,1,3,1,no
cbaeu.cc,3,2,2,1,3,4,no
ccbplc.cc,3,1,8,1,3,5,no
wap-citbc.cc,3,3,2,1,4,4,no
boceb.cc,3,5,1,1,3,1,no
7877917.com,1,0,0,1,3,1,no
cbbesc.cc,3,5,1,1,3,1,no
taoshuashua.net,4,5,1,2,2,1,yes
cbavs.cc,3,2,2,1,3,4,no
wzp-iccb.com,1,3,10,1,4,1,no
tvtour.com.cn,2,12,12,1,4,1,yes
23uu.net,4,10,10,2,3,1,yes
cbbfgi.cc,3,0,0,1,3,1,no
95533ci.win,12,0,0,1,4,7,no
ccbmsh.cc,3,5,1,1,3,1,no
jmhdv.com,1,1,6,1,1,2,no
2918fanli.com,1,0,0,1,1,1,yes
d1.com.cn,2,12,12,2,2,1,yes
wep-ccbo.cc,3,1,2,1,3,4,no
jianshu.com,1,12,12,2,2,2,yes
ccbope.cc,3,0,0,1,3,1,no
340945.com,1,1,7,4,4,2,no
theofficestar.com,1,1,1,1,2,1,yes
cbgyeu.cc,3,12,8,1,3,4,no
911bet.cc,3,0,0,4,2,1,no
wap-eccb.cc,3,1,2,1,3,4,no
95588-jkh.com,1,0,0,1,3,1,no
6176656.com,1,0,0,1,3,1,no
402100.net,4,12,1,2,3,1,yes
bdstsg.cn,2,11,12,1,4,1,no
ccbban.cc,3,0,0,1,3,1,no
anzow.com,1,0,0,4,2,1,yes
jinanjs86.com,1,0,0,1,3,1,no
icdcmv.com,1,2,8,1,3,4,no
6678.in,16,2,12,1,3,4,no
0007528.com,1,0,0,2,3,5,no
wap-avbc.cc,3,2,2,1,4,4,no
ijl95533.cc,3,2,8,1,3,4,no
csolsc.tk,14,0,0,1,2,1,no
huutop.top,13,0,0,1,3,4,no
buxun.net,4,12,12,2,2,2,yes
tlmnd.com,1,0,0,1,3,1,no
l0086abe.cc,3,1,8,1,3,2,no
shouyw668.com,1,0,0,1,4,1,no
0088yl.com,1,0,0,1,1,1,no
success-capital.cn,2,2,12,1,2,1,no
10086awf.com,1,0,0,1,3,1,no
87277.com,1,0,0,2,2,1,no
qghrek.pw,11,0,0,1,2,7,no
ccnmnz.cc,3,2,8,1,3,2,no
onlyit.cn,2,12,12,2,2,1,yes
cpsbeijing.org,5,12,12,1,1,3,yes
icbcxrh.cc,3,1,2,1,3,4,no
hywll.com,1,12,6,1,3,1,yes
ccnkay.cc,3,5,1,1,3,1,no
cbbav.cc,3,5,1,1,3,3,no
ccbdcr.com,1,0,0,1,3,1,no
cbansc.cc,3,2,12,1,3,5,no
100jianfei.com,1,12,1,2,3,1,no
95533cci.cc,3,1,8,1,3,4,no
sjzxaa.com,1,0,0,1,3,1,no
ccmwaw.cc,3,5,1,1,4,3,no
xsj008.com,1,0,0,1,4,1,yes
icbn.cc,3,0,0,1,3,2,no
kebi16.com,1,0,0,1,3,1,no
xd95588.cc,3,0,0,1,4,1,no
87809.com,1,0,0,1,4,1,no
861366.com,1,0,0,2,3,1,no
shj888.cn,2,3,12,1,3,7,yes
go-95588.com,1,0,0,1,4,1,no
cosco.com,1,0,0,1,4,2,yes
cvkedu.com,1,2,6,1,3,4,no
95588ret.cc,3,1,8,1,3,4,no
ccbmde.cc,3,5,1,1,3,1,no
ccbtuz.cc,3,0,0,1,3,1,no
bcbyha.cc,3,1,6,1,3,5,no
250xx.com,1,0,0,1,4,1,no
86train.com,1,1,1,2,2,1,yes
ccbugx.cc,3,5,1,1,4,1,no
haisou520.com,1,12,12,1,1,5,no
acbhna.cc,3,1,4,1,4,5,no
118suncity.com,1,0,0,4,3,1,no
888zr678.com,1,0,0,1,4,1,no
10086iip.pw,11,0,0,2,2,7,no
cxcsas.com,1,0,0,1,3,4,no
ccbzkt.cc,3,5,1,1,3,1,no
0086b.com,1,12,6,1,3,1,no
49002.cc,3,1,7,1,2,2,no
wgshjf.cc,3,5,1,1,3,1,no
95588czc.cc,3,2,8,1,3,4,no
avsobu.pw,11,0,0,2,2,7,no
ctdack.com,1,0,0,1,3,4,no
ccmwao.cc,3,5,1,1,4,1,no
cognus.cl,16,0,0,2,2,1,no
ccbwl.cc,3,5,1,1,3,1,no
113489.com,1,0,0,2,3,1,no
xjht.gov.cn,2,2,12,1,4,1,yes
gjfeh.com,1,2,8,1,4,2,no
24cz.com,1,12,12,2,2,1,yes
cbccjianshe.com,1,1,12,1,4,4,no
16800333.com,1,0,0,1,3,1,no
weituitui.com,1,12,4,2,2,2,yes
cbcytz.cc,3,5,1,1,4,1,no
icbczfq.cc,3,1,7,1,4,10,no
ccbdew.cc,3,5,1,1,3,1,no
gsyhkq.com,1,1,2,1,3,4,no
72238.com,1,0,9,4,2,1,no
ccumam.cc,3,5,1,1,3,3,no
contem.bz,16,0,12,1,4,1,no
aivja.com,1,3,6,1,3,4,no
zp778.com,1,12,12,1,1,1,no
3448.com,1,0,3,2,2,1,yes
10086-cn.ml,16,0,0,1,3,1,no
b2b.cn,2,12,12,2,2,1,yes
8mcam.com,1,12,12,2,2,1,no
cugsh.com,1,5,1,1,3,1,no
wsccbt.cc,3,0,0,1,3,1,no
ccbsir.cc,3,2,2,1,3,4,no
ccbzzc.com,1,0,0,1,2,1,no
jdzs.com,1,0,0,2,2,1,yes
kioun.cn,2,8,12,1,3,1,no
ccbeza.cc,3,5,1,1,4,3,no
83579977.com,1,0,0,1,3,1,no
wyhezf.cc,3,0,0,1,3,1,no
yinjn.cn,2,1,12,2,2,1,yes
pty-ccbn.cc,3,1,2,1,3,4,no
yddxhg.com,1,0,9,2,3,1,yes
xin11.com,1,0,3,2,2,1,yes
sdjgmy.com.cn,2,0,0,1,3,1,yes
klmd8.com,1,1,12,4,2,2,no
7322.com,1,0,3,2,2,1,yes
pq-95588.com,1,0,0,1,3,1,no
ooakfg.pw,11,0,0,1,4,7,no
ccbbsw.cc,3,5,1,1,3,1,no
dd976.com,1,0,0,1,1,1,no
51518000.com,1,0,0,4,4,1,no
wrfgt.com,1,0,0,1,3,1,no
gsasjf.com,1,2,4,1,4,1,no
bm8887.com,1,0,3,4,2,1,no
91se52.com,1,0,0,1,3,1,no
dffvxvdwyfff.cc,3,1,2,1,3,5,no
881116.com,1,1,12,1,4,4,yes
0755to.com,1,0,0,1,3,1,yes
czw885.com,1,0,0,2,3,1,no
ccbtjz.cc,3,5,1,1,3,1,no
77169.com,1,2,2,2,2,5,yes
tao031.pw,11,0,0,1,2,7,no
icbctdz.cc,3,5,1,1,2,1,no
8112002.com,1,1,4,2,2,2,yes
m1515.com,1,3,12,3,2,5,yes
17xlm.com,1,5,1,2,2,1,yes
09320.com,1,12,11,4,3,6,no
0086crafts.com,1,12,12,2,4,1,yes
wap-icbxi.cc,3,2,2,1,3,2,no
518ylc.com,1,1,8,1,3,7,no
wh-jingyi.com,1,2,1,1,2,1,yes
adamlikdini.com,1,0,0,2,2,1,no
ccbxsy.cc,3,5,1,1,4,1,no
xy1oo86.com,1,0,9,1,3,1,no
kz58.com,1,0,0,2,4,1,yes
wbiao.cn,2,12,12,1,2,1,yes
400700.com,1,0,0,4,4,1,no
taiergroup.com,1,5,1,1,2,1,yes
503838.com,1,0,0,4,2,1,no
744749.com,1,1,12,1,2,2,no
95588qjf.cc,3,2,8,1,3,4,no
16899168.com,1,12,2,1,4,2,yes
sugouw89.com,1,0,0,1,3,1,no
ccbwh.cc,3,5,1,1,3,1,no
y95580.pw,11,0,0,2,1,7,no
ccvtnb.cc,3,1,2,1,3,2,no
shoywang6688.com,1,0,0,1,3,1,no
icbcgam.com,1,0,0,1,3,1,no
bambooki.com,1,0,0,1,4,1,yes
cxcsau.com,1,0,0,1,3,4,no
tibetwindow.com,1,1,2,2,2,2,yes
dy31.com,1,12,12,1,2,1,no
twittwer.com,1,12,4,1,4,2,yes
588799.com,1,12,11,4,2,4,no
yaochengtongxun.com,1,0,0,2,4,1,no
555208.com,1,12,11,4,2,4,no
95533vip.xyz,15,0,0,1,3,7,no
91coco.net,4,0,0,2,2,1,yes
52677z.com,1,0,0,1,3,1,no
wxpanlong.com,1,2,4,1,3,4,no
ccbzsq.cc,3,0,0,1,3,1,no
168188f.com,1,0,0,2,2,1,yes
hpicbc.com,1,0,0,1,3,1,no
grblg.com,1,0,0,1,3,1,no
zmfjs.com,1,0,0,1,4,1,no
jxdeyu.com,1,3,6,2,1,2,yes
95588-ro.com,1,0,0,1,4,1,no
icbus.cc,3,2,8,1,3,2,no
ccbkaf.cc,3,1,8,1,3,4,no
106120.com,1,0,0,1,3,1,yes
63559edc.com,1,0,0,1,3,1,no
cidjf.com,1,8,1,1,3,4,no
ccbngr.com,1,0,0,1,4,1,no
gufen138.com,1,0,0,1,4,1,yes
ccbsiv.cc,3,2,2,1,3,4,no
asfgrgedfgdf.tk,14,0,0,1,3,1,no
banhkn.com,1,0,0,1,3,1,no
llsstt.cc,3,1,2,1,3,4,no
abc-chin.cc,3,3,2,1,4,2,no
wjfdhy.cc,3,5,1,1,3,1,no
zgjsyhios.pw,11,0,0,1,4,7,no
2ame.com,1,12,12,2,2,1,yes
zgpfit.com,1,0,0,1,2,1,no
44391.com,1,12,7,1,4,2,yes
ctpphoto.com,1,0,12,1,2,1,yes
icbcdsj.pw,11,0,0,1,4,7,no
29sao.com,1,0,0,1,4,7,no
yepberry.com,1,0,0,2,2,1,yes
ltjslj.com,1,0,0,2,2,1,yes
cnlzsf.com,1,2,8,2,2,3,yes
ccbanf.com,1,0,0,1,3,1,no
xykqw.com,1,12,2,1,3,2,yes
sdyttc.com,1,1,7,1,3,2,no
donaldson.cn,2,12,12,1,3,1,yes
10086jff.pw,11,0,0,1,4,7,no
eu5.org,5,12,12,2,2,1,yes
godbar.com.cn,2,0,0,1,3,1,no
995998.com,1,0,0,1,2,1,no
luotuo.cc,3,12,12,1,4,2,yes
077559.com,1,0,0,4,2,1,no
icbcjsh.com,1,0,0,1,3,1,no
mooo.com,1,12,12,1,4,1,yes
zoonn.win,12,0,0,1,4,7,no
3666.com,1,0,0,4,4,1,no
hetargdaad.cf,16,0,0,2,2,1,no
icbcsh.com,1,5,1,1,3,1,no
44wen.com,1,0,0,2,2,1,no
ccvmce.cc,3,5,1,1,3,1,no
95533no.cc,3,1,1,1,3,1,no
v1r.pw,11,0,0,1,4,7,no
sundeco.com.cn,2,3,12,1,3,1,yes
ccbkbp.com,1,0,0,1,3,1,no
10086xs.cc,3,1,8,1,3,2,no
bnsnip.com,1,12,12,1,4,1,no
xh39.com,1,1,12,2,3,2,yes
cbiska.cc,3,2,8,1,3,4,no
czgsj.gov.cn,2,8,12,2,2,1,yes
dididing.com,1,0,0,1,2,4,no
gdhaf.com,1,0,0,1,1,1,no
china-mining.com.cn,2,11,12,1,4,1,yes
aze.mobi,16,1,4,1,4,2,no
95588jfd.cc,3,2,8,1,1,4,no
jyacht.com,1,1,2,2,2,6,yes
ename.cn,2,12,12,1,1,7,yes
qwe123.top,13,0,0,1,3,5,no
17919.com,1,0,0,1,3,1,yes
wap-95533u.cc,3,1,2,1,3,4,no
icbccqr.cc,3,12,8,1,3,2,no
00009004.com,1,0,0,4,2,1,no
icbcgs.com,1,1,2,1,4,2,no
51biao.cn,2,1,12,1,2,1,yes
cbiwse.cc,3,12,8,1,4,6,no
wd000888.com,1,0,0,4,3,1,no
shaolin.org.cn,2,12,12,2,2,1,yes
maidee.cn,2,3,12,1,2,1,no
btlihe.com,1,0,9,1,1,1,yes
95588il.com,1,10,10,1,4,1,no
charmygift.com,1,12,2,2,2,3,no
ccbvxu.com,1,1,10,2,2,4,no
336446.com,1,0,0,2,2,1,no
renlc.pw,11,0,0,2,2,7,no
95533ch.com,1,12,8,1,3,4,no
icbks.cc,3,12,1,1,3,4,no
gsjfdk.com,1,0,0,1,3,1,no
jcjqf.com,1,0,0,1,3,1,no
9077888.com,1,0,0,1,2,1,no
456106.com,1,0,0,4,2,1,no
i33138.com,1,0,0,1,4,1,no
kj33.com,1,0,0,4,2,1,no
wzwiser.com,1,0,0,1,3,1,yes
bj-b1.pw,11,0,0,1,1,7,no
jiao1688.com,1,2,1,2,2,2,yes
sbmmpd.com,1,12,12,2,4,5,yes
95588ixbz.com,1,12,12,1,3,2,no
yanwei.com,1,0,3,1,2,1,yes
cctsi.cc,3,1,2,1,3,4,no
shidiao139.com,1,5,1,2,2,1,yes
y-mu.cn,2,3,12,2,3,1,yes
vrgsp.com,1,0,0,1,3,1,no
729678.com,1,0,0,4,2,7,no
ccboyr.cc,3,5,1,1,3,1,no
pay-czb.cc,3,0,0,1,3,1,no
5926zxd.com,1,0,0,4,2,1,no
80zl.cn,2,12,12,1,3,1,no
meadowstore.top,13,0,0,1,3,2,no
cbhnua.cc,3,5,1,1,3,1,no
bbj-h.pw,11,0,0,1,4,7,no
catai.com.cn,2,3,12,1,4,1,yes
cdyhs.cc,3,12,8,1,3,7,no
505688.com,1,0,0,1,2,1,no
kgyhxbidf.tk,14,0,0,2,2,1,no
cicfb.cc,3,0,0,1,3,1,no
ccnasv.cc,3,5,1,1,3,1,no
aija.com,1,3,12,2,2,2,yes
555k.net,4,0,3,2,2,1,yes
icbts.cc,3,0,0,1,3,1,no
doon.pw,11,0,0,1,1,7,no
cbchta.cc,3,1,6,1,3,4,no
28cc.com,1,12,1,1,1,1,yes
l0086an.com,1,3,2,1,3,4,no
xpj0085.com,1,0,0,4,2,1,no
315xjd.cn,2,2,12,1,3,1,yes
tongerletoy.com,1,1,8,2,2,2,yes
456nn.com,1,0,0,2,2,1,no
chinatpm.com,1,0,0,2,2,8,yes
shanlink.com,1,5,1,4,2,1,yes
www-icbco.com,1,0,0,1,2,1,no
pay-iibcc.cc,3,1,4,1,1,1,no
95533jjn.cc,3,2,8,1,3,4,no
kjfccb.com,1,0,0,1,4,1,no
342024.com,1,0,0,2,2,1,yes
cy95533xy.com,1,12,12,1,4,2,no
cbezxg.cc,3,1,6,1,3,4,no
292775.com,1,12,12,2,2,1,yes
zhongfcn.com,1,0,0,1,1,4,no
psy-iccb.cc,3,2,2,1,4,4,no
ccbmxs.cc,3,5,1,1,4,1,no
szcjpm.com,1,9,12,4,2,3,yes
zkwdk.com,1,0,0,1,4,1,yes
766998.com,1,12,11,1,1,5,yes
icbuo.cc,3,3,8,1,3,4,no
cbiske.cc,3,2,8,1,3,4,no
pny-svr.cc,3,2,2,1,3,2,no
golfworkshop.com.cn,2,3,12,1,4,1,yes
44921.com,1,12,11,4,2,4,no
tipye.pw,11,0,0,1,2,7,no
ccbdsa.com,1,0,0,1,3,1,no
08180.com,1,0,0,4,3,1,no
11283.com,1,1,12,4,2,1,no
gongcheng88.cn,2,3,12,1,1,1,yes
bocscz.com,1,1,12,1,1,4,no
6156696.com,1,0,0,1,3,1,no
fr-ccb.com,1,2,2,1,3,7,no
70229.com,1,10,10,1,1,1,yes
0565fc.com,1,12,12,1,2,2,yes
lcbec.com,1,0,0,1,3,1,no
cbecr.cc,3,5,1,1,3,1,no
icbgsc.com,1,1,10,2,4,2,no
appleid-osx-icloud.com,1,0,0,1,3,1,no
wap-95533-sx.cc,3,1,2,1,3,2,no
wap-acbc.cc,3,2,2,1,4,2,no
hnjkw.net,4,2,2,2,2,2,yes
mgtdia.cn,2,2,12,1,3,1,no
cvkkve.com,1,12,6,1,3,2,no
365bjl.com,1,0,0,1,2,1,yes
zhigou.com,1,12,12,2,2,2,yes
ccbcay.cc,3,5,1,1,3,1,no
10086fdsa.com,1,0,0,1,3,1,no
567427.com,1,0,0,4,2,1,no
ccvmcy.cc,3,5,1,1,4,1,no
gzha.com,1,12,12,1,2,2,yes
ccback.cn,2,1,12,1,3,1,no
95533ye.cc,3,12,8,1,3,4,no
088yl.com,1,0,0,2,3,1,no
115hk.com,1,1,2,4,3,5,no
506x.com,1,2,1,4,2,1,yes
51jar.net,4,0,0,1,1,4,no
95588jjfe.cc,3,2,8,1,4,4,no
pny-ccbn.cc,3,1,2,1,4,4,no
868339.com,1,0,0,1,4,1,no
pny-cxt.cc,3,2,2,1,3,2,no
10005.com,1,0,3,1,3,1,yes
psy-cgn.cc,3,0,0,1,3,1,no
chinawhky.com,1,5,1,2,3,7,no
ccvumv.cc,3,5,1,1,4,1,no
pateshoes.com,1,12,6,2,3,4,yes
ccbiis.cc,3,5,1,1,4,1,no
pny-ccd.cc,3,0,0,1,3,1,no
wbdqy.com,1,0,0,1,3,1,no
youxisgbuy680.com,1,0,0,1,3,1,no
bet88777.com,1,0,0,2,3,1,no
7b7dd.com,1,0,0,1,3,1,yes
wap-95533-sk.cc,3,1,2,1,3,2,no
xdowns.com,1,0,0,3,2,1,yes
kdnkc.com,1,0,0,1,3,1,no
dfgjgh.pw,11,0,0,1,4,7,no
szwflaw.com,1,2,8,1,4,3,yes
ghjfde.com,1,2,2,1,3,2,no
lcbap.com,1,0,0,1,3,1,no
95588cvj.cc,3,1,8,1,3,4,no
ahqmdq.cn,2,1,12,2,2,1,yes
pny-ccbv.cc,3,1,2,1,3,4,no
gdmyhome.com,1,0,0,1,3,1,no
02084.net,4,0,3,1,4,1,yes
cboeaz.cc,3,2,8,1,3,7,no
85255.com,1,0,0,4,2,1,no
366221.com,1,12,7,2,2,5,no
95588csn.com,1,0,0,1,3,1,no
lesyoup.com,1,0,0,1,1,1,no
china-derun.net,4,12,8,1,4,3,no
pny-ccvn.cc,3,1,4,1,3,1,no
apjysxr.pw,11,0,0,1,2,7,no
ccbyfq.cc,3,0,0,1,3,1,no
pny-ccv.cc,3,0,0,1,3,1,no
znfls.com,1,12,7,2,2,5,yes
zhuokearts.com,1,12,2,2,2,2,yes
souy661.com,1,0,0,1,3,1,no
dscs.cc,3,1,2,1,2,5,no
bmjkp.com,1,0,0,1,3,1,no
tiyuzaixian.cn,2,12,12,2,2,1,yes
jf86ztr.cc,3,1,1,1,3,1,no
hixueba.cn,2,1,12,1,4,1,no
ooc.cn,2,12,12,1,2,1,yes
ccbyhd.com,1,0,0,1,2,1,no
ccbgad.cc,3,5,1,1,4,1,no
csjcscw.com,1,12,12,2,1,1,no
cv63.cn,2,1,12,2,4,1,yes
chinanet-sh.com,1,0,12,2,2,1,yes
6655c.com,1,3,7,1,4,6,yes
ccbukk.cc,3,5,1,1,3,1,no
sugon.com,1,12,12,1,1,2,yes
ccbgue.com,1,0,0,1,1,1,no
garden360.cn,2,1,12,1,1,1,no
bldp.science,16,0,0,2,3,7,no
ouic1.cc,3,1,8,1,3,5,no
icbcerh.pw,11,0,0,1,2,7,no
colorwork.cc,3,2,7,3,4,4,yes
icrou.com,1,0,0,1,2,1,no
95588-fz.com,1,0,0,1,3,1,no
cxbpo.cc,3,5,1,1,3,1,no
9891fwb.com,1,0,0,1,2,1,no
ccbbtq.cc,3,5,1,1,3,1,no
mvgg.com,1,12,4,1,3,6,yes
ccbbtud.cc,3,5,1,1,3,1,no
cqjhcb.com,1,0,0,1,4,1,no
icbkz.cc,3,3,8,1,3,4,no
wap-95533-vs.cc,3,1,2,1,3,2,no
kjjl.net,4,0,0,4,2,1,no
icbicrz.com,1,12,12,1,3,2,no
aotuu.com,1,2,12,4,2,3,no
95588-jkv.com,1,0,0,1,3,1,no
l0086ksjw.com,1,2,12,1,3,4,no
3a-iphone.com,1,1,6,1,3,2,no
babaodi.com,1,3,2,1,2,4,yes
langfangkeji.com,1,1,4,1,4,1,yes
cnzhengyuan.com,1,0,0,2,2,1,yes
gxwgs.com,1,1,8,1,2,3,yes
liangshanlan.com,1,12,12,1,4,1,yes
jdbetx.cc,3,0,0,1,3,1,no
treri.cn,2,12,12,1,4,1,no
cmbcutha.com,1,0,0,1,3,1,no
syrc.com.cn,2,1,12,1,4,1,yes
62288.com,1,0,0,1,3,1,no
p020.com,1,0,3,2,2,1,yes
7917767.com,1,0,0,1,3,1,no
cbbrc.cc,3,5,1,1,4,1,no
coco9900.com,1,0,0,1,3,1,no
95533eitccb.com,1,2,12,1,4,2,no
tch95588k.com,1,12,12,1,4,2,no
95599-u.pw,11,0,0,1,3,7,no
qa-95588.com,1,0,0,1,3,1,no
xiuxing.net,4,0,0,2,2,1,yes
taoba0.com,1,2,1,1,4,7,no
pay-cbcb.cc,3,0,0,1,3,1,no
95533ojccb.com,1,2,12,1,4,2,no
wapcbcxv.cc,3,2,2,1,4,4,no
ztyte.cc,3,5,1,1,3,1,no
ccbtis.cc,3,5,1,1,3,1,no
95533airccb.com,1,2,12,1,4,2,no
ccbpps.com,1,1,10,2,2,4,no
cnfacebook.com.cn,2,1,12,1,3,1,no
china-fyj.com,1,12,2,2,2,3,no
luostar.com,1,12,1,1,4,1,yes
654808.com,1,0,0,1,4,1,no
ccbmeb.cc,3,1,2,1,3,6,no
jcxnh.com,1,0,0,1,4,1,no
wzlzdn.com,1,12,8,1,4,3,yes
4568999.com,1,0,0,1,3,1,no
232366.com,1,0,0,2,2,1,no
ccdie.cc,3,0,0,1,3,1,no
ccbosa.cc,3,3,7,1,3,2,no
0177.com,1,0,0,1,4,1,no
ccoesa.cc,3,5,1,1,3,1,no
dnfbx.com,1,1,1,1,1,1,yes
dwjqp.net,4,1,1,1,1,1,yes
q-95588.com,1,0,0,1,3,1,no
w66com.com,1,1,6,4,2,5,no
x8888x.pw,11,0,0,1,4,7,no
ccbchlna.com,1,12,12,1,3,2,no
china-mingshan.com,1,3,8,1,4,2,no
cbawox.cc,3,12,8,1,3,3,no
478787.com,1,0,0,1,1,1,no
wzhmt.cn,2,11,12,1,2,1,no
95533yix.cc,3,2,8,1,4,4,no
qtfy.com,1,0,3,2,2,1,yes
10086dxrw.com,1,12,11,1,3,4,no
icbcsd.com,1,0,0,1,2,1,no
95599-w.pw,11,0,0,1,4,7,no
ccbora.cc,3,5,1,1,3,1,no
mheoco.pw,11,0,0,1,4,7,no
bb666.com,1,12,6,2,2,2,yes
310111.com,1,0,0,2,1,1,no
joblantu.com,1,0,0,1,3,1,no
ptbsd.com,1,12,12,2,2,1,no
chemm360.com,1,1,12,1,2,1,no
95588oidsd.cc,3,1,4,1,1,5,no
l0086sdc.com,1,1,2,1,3,2,no
ahnpo.gov.cn,2,3,12,2,2,1,yes
sxwsm.com,1,8,12,1,2,1,no
uurobot.com,1,3,1,2,2,1,yes
hg965.com,1,0,0,2,2,1,no
xykccbb.com,1,1,2,1,3,2,no
l00862l.cn,2,1,12,1,3,1,no
icbcyo-xyk.com,1,0,0,1,4,1,no
cn90.cc,3,0,0,1,3,2,no
cbbnsv.cc,3,5,1,1,3,1,no
lvchengba.com,1,12,2,1,3,3,yes
shangzheng55.com,1,1,6,2,2,6,yes
10086sm.cc,3,1,8,1,4,2,no
vdsvdbtt.com,1,1,12,1,3,2,no
317f5.science,16,12,12,2,3,1,no
96tk.com,1,0,0,4,1,1,no
csadec.com,1,1,6,2,2,5,yes
ccbuicn.com,1,1,2,1,3,7,no
langren8.com,1,3,1,1,4,1,yes
ccbztc.cc,3,1,2,1,4,4,no
zhong-xia.com,1,12,2,2,1,1,no
1163611.com,1,0,3,1,4,1,no
mlloo.com,1,5,1,2,2,6,yes
didown.com,1,0,0,3,2,1,yes
yy0028.com,1,1,4,2,2,4,yes
95588-gl.com,1,0,0,1,3,1,no
baowanduoduo.com,1,0,0,2,2,1,no
bip.com,1,12,12,2,2,1,yes
sygwsc168.com,1,0,0,1,1,1,no
ccbqsk.com,1,1,10,2,2,1,no
sfews.cc,3,0,0,1,3,1,no
jxmmchoz.com,1,0,0,2,2,1,no
domain.cn,2,12,12,2,2,1,yes
ccbwxd.cc,3,5,1,1,3,1,no
animmore.com,1,0,0,1,3,1,yes
esgcc.com.cn,2,12,12,2,4,1,yes
giiccn.com,1,0,0,1,4,1,no
zerduo.com,1,0,0,1,3,4,no
023012.com,1,1,7,4,2,4,no
pay-ccq.cc,3,0,0,1,3,1,no
wxxmxj.com,1,2,12,4,2,5,no
55salon.com,1,0,0,4,2,1,no
ccbwhh.cc,3,5,1,1,3,3,no
wxlwg.cn,2,0,0,1,3,1,no
vd-95588.com,1,0,0,1,3,1,no
ccbbte.cc,3,5,1,1,3,1,no
51cto.com,1,12,1,2,2,1,yes
5173tw.com,1,0,0,1,3,1,no
zzmtsl.com,1,1,12,2,2,2,yes
chagu5.com,1,2,2,2,1,2,yes
44568.com,1,0,0,4,2,1,no
enkj.com,1,12,2,2,2,3,yes
87678865.com,1,0,0,1,3,1,no
cbckyp.cc,3,1,6,1,3,4,no
icbcets.pw,11,0,0,1,4,7,no
30chun.com,1,12,11,2,4,2,yes
abohiina.cc,3,2,8,1,4,4,no
dgerfsdgsdd.tk,14,0,0,1,3,1,no
088699.com,1,0,0,4,2,1,no
gxuma.com,1,0,0,1,1,1,no
283nn.com,1,12,11,4,4,2,no
tangyan.com,1,0,0,1,1,1,yes
cn-kemei.com,1,0,0,2,3,1,no
cvixe.cc,3,0,0,1,3,1,no
hodap.com.cn,2,4,12,1,4,1,no
1htb.cn,2,0,0,1,3,1,no
30789.cc,3,0,0,1,4,1,no
95599-l.com,1,0,0,1,3,1,no
baitongshiji.com,1,2,12,1,2,4,yes
ccbcea.com,1,0,0,1,3,1,no
shouyou71pt.com,1,0,0,1,4,1,no
6h3333.com,1,0,0,1,2,1,no
dfsjys.com,1,0,0,1,4,1,no
jiansuji001.com,1,12,1,2,2,1,yes
yz-ink.com,1,3,6,1,4,2,no
cbmkto.cc,3,12,8,1,3,4,no
icbcskr.com,1,0,0,1,3,7,no
cccda.cc,3,0,0,1,3,1,no
astonaplus.com,1,12,4,2,2,3,yes
oienzw.cn,2,11,12,2,4,1,no
a-z.sh.cn,2,1,12,2,3,1,yes
icbcj.cn,2,2,12,1,3,1,no
icbcfq-xyk.com,1,0,0,1,3,1,no
meiyilai.cn,2,1,12,2,2,1,no
lcbel.com,1,0,0,1,3,1,no
ckada.com,1,12,1,2,2,1,yes
cxdx.org,5,12,12,1,4,2,yes
hka365.com,1,12,12,1,4,1,no
weishangxiu.com,1,2,7,1,2,2,no
ccbibv.cc,3,5,1,1,3,1,no
8999088.com,1,0,0,1,3,4,no
youlevip.com,1,0,0,2,2,1,no
56053.com,1,12,11,4,2,4,no
ccbmtc.com,1,1,2,1,3,4,no
tekhigh.com,1,2,2,2,2,2,yes
xingbar.com,1,12,12,1,1,2,yes
ccoamx.cc,3,5,1,1,4,7,no
000684.com,1,0,0,1,3,1,no
banyouku.com,1,1,12,1,3,1,yes
xmfybj.cn,2,12,12,1,4,7,yes
crc4c.cn,2,3,12,1,4,1,no
gtwwua.cc,3,0,0,4,3,7,no
movies-hotel.com,1,2,6,1,2,1,no
ccbcnn.com,1,0,0,1,3,1,no
95588j-icbc.com,1,2,2,1,4,5,no
dkjx.net,4,1,1,2,2,1,yes
jhybeb.cc,3,1,6,1,3,4,no
77town.com,1,1,7,2,2,5,yes
